index,id_doc,original_name,id_wkd,type_place,coord,normalized_name,longitude,latitude,shortTitle,pubPlace,printer,date,type_text,genre,url
866,Moreno_026,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
867,Moreno_026,Austria,Q40,Países/reinos/imperios/continentes,"48,14",Austria,48,14,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
868,Moreno_026,Capadocia,Q217265,Pueblos/ciudades/regiones ,"38.670556,34.839167",Capadocia,38.670556,34.839167,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
869,Moreno_026,Trevisonda,Q45301,Pueblos/ciudades/regiones ,"41.005,39.7225",Trebisonda,41.005,39.7225,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
870,Moreno_026,Cairo,Q85,Pueblos/ciudades/regiones ,"30.044444444444444,31.235833333333332",El Cairo,30.044444444444444,31.235833333333332,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
871,Moreno_026,Costantinopla,Q16869,Pueblos/ciudades/regiones ,"41.0125,28.98",Constantinopla,41.0125,28.98,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
872,Moreno_026,Turquia,Q43,Países/reinos/imperios/continentes,"39,36",Turquía,39,36,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
873,Moreno_026,Armenia,Q399,Países/reinos/imperios/continentes,"40.383333,44.95",Armenia,40.383333,44.95,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
874,Moreno_026,Austria,Q40,Países/reinos/imperios/continentes,"48,14",Austria,48,14,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
875,Moreno_026,Venecia,Q641,Pueblos/ciudades/regiones ,"45.439722222222,12.331944444444",Venecia,45.439722222222,12.331944444444,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
876,Moreno_026,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
877,Moreno_026,Turquia,Q43,Países/reinos/imperios/continentes,"39,36",Turquía,39,36,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
878,Moreno_026,Austria,Q40,Países/reinos/imperios/continentes,"48,14",Austria,48,14,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
879,Moreno_026,Austraia,Q40,Países/reinos/imperios/continentes,"48,14",Austria,48,14,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
880,Moreno_026,Austria,Q40,Países/reinos/imperios/continentes,"48,14",Austria,48,14,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
881,Moreno_026,Italia,Q38,Países/reinos/imperios/continentes,"42.5,12.5",Italia,42.5,12.5,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
882,Moreno_026,Flandes,Q234,Pueblos/ciudades/regiones ,"51,4.5",Flandes,51,4.5,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
883,Moreno_026,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
884,Moreno_026,Florencia,Q2044,Pueblos/ciudades/regiones ,"43.771388888889,11.254166666667",Florencia,43.771388888889,11.254166666667,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
885,Moreno_026,Toscana,Q1273,Pueblos/ciudades/regiones ,"43.35,11.016666666667",Toscana,43.35,11.016666666667,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
886,Moreno_026,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
887,Moreno_026,Milán,Q490,Pueblos/ciudades/regiones ,"45.466944444444,9.19",Milán,45.466944444444,9.19,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
888,Moreno_026,Flandes,Q234,Pueblos/ciudades/regiones ,"51,4.5",Flandes,51,4.5,La gran victoria que tuvo don Juan de Austria contra la armada turquesa en el golfo de Lepanto,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_026.xml
944,Moreno_191,MADRID,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_191.xml
921,Moreno_191,Madrid,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_191.xml
922,Moreno_191,Madrid,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_191.xml
923,Moreno_191,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_191.xml
924,Moreno_191,Malta,Q233,Países/reinos/imperios/continentes,"35.88333333333333,14.5",Malta,35.88333333333333,14.5,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_191.xml
925,Moreno_191,MADRID,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_191.xml
926,Moreno_191,Antequera,Q572041,Pueblos/ciudades/regiones ,"37.0183652,-4.5596649",Antequera,37.0183652,-4.5596649,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_191.xml
927,Moreno_191,Madrid,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_191.xml
928,Moreno_191,Rosellón,,Ambiguos,,,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_191.xml
929,Moreno_191,Madrid,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_191.xml
930,Moreno_191,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_191.xml
931,Moreno_146,Valencia,Q8818,Pueblos/ciudades/regiones ,"39.47,-0.3763888888888889",Valencia,39.47,-0.3763888888888889,Sainete nuevo titulado El majo escrupuloso,Carmona (Sevilla),José María Moreno,1850-1859,Sainetes,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_146.xml
932,Moreno_146,Valencia,Q8818,Pueblos/ciudades/regiones ,"39.47,-0.3763888888888889",Valencia,39.47,-0.3763888888888889,Sainete nuevo titulado El majo escrupuloso,Carmona (Sevilla),José María Moreno,1850-1859,Sainetes,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_146.xml
917,Moreno_350,calle de Jacometrezo ,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,La zurra. 1560 zapatazos a Culo-pelado,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_350.xml
919,Moreno_350,Madrid,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,La zurra. 1560 zapatazos a Culo-pelado,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_350.xml
920,Moreno_350,Troya,Q22647,Pueblos/ciudades/regiones ,"39.9575,26.238888888889",Troya,39.9575,26.238888888889,La zurra. 1560 zapatazos a Culo-pelado,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_350.xml
752,Moreno_153,Palermo,Q2656,Pueblos/ciudades/regiones ,"38.115658055555556,13.361261944444445",Palermo,38.115658055555556,13.361261944444445,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
753,Moreno_153,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
754,Moreno_153,Palermo,Q2656,Pueblos/ciudades/regiones ,"38.115658055555556,13.361261944444445",Palermo,38.115658055555556,13.361261944444445,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
755,Moreno_153,Palermo,Q2656,Pueblos/ciudades/regiones ,"38.115658055555556,13.361261944444445",Palermo,38.115658055555556,13.361261944444445,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
756,Moreno_153,Antequera,Q572041,Pueblos/ciudades/regiones ,"37.0183652,-4.5596649",Antequera,37.0183652,-4.5596649,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
758,Moreno_153,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
759,Moreno_153,Albania,Q222,Países/reinos/imperios/continentes,"41,20",Albania,41,20,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
760,Moreno_153,Nápoles,Q2634,Pueblos/ciudades/regiones ,"40.833333333333,14.25",Nápoles,40.833333333333,14.25,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
762,Moreno_153,Sicilia,Q1460,Pueblos/ciudades/regiones ,"37.599958333333,14.015377777778",Sicilia,37.599958333333,14.015377777778,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
763,Moreno_153,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
764,Moreno_153,Palermo,Q2656,Pueblos/ciudades/regiones ,"38.115658055555556,13.361261944444445",Palermo,38.115658055555556,13.361261944444445,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
765,Moreno_153,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
766,Moreno_153,Antequera,Q572041,Pueblos/ciudades/regiones ,"37.0183652,-4.5596649",Antequera,37.0183652,-4.5596649,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
767,Moreno_153,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
768,Moreno_153,Argel,Q3561,Pueblos/ciudades/regiones,"36.776388888889,3.0586111111111",Argel,36.776388888889,3.0586111111111,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
769,Moreno_153,Tunez,Q3572,Países/reinos/imperios/continentes,"34,10",Túnez,34,10,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
771,Moreno_153,Argel,Q3561,Pueblos/ciudades/regiones,"36.776388888889,3.0586111111111",Argel,36.776388888889,3.0586111111111,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
772,Moreno_153,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
773,Moreno_153,Argel,Q3561,Pueblos/ciudades/regiones,"36.776388888889,3.0586111111111",Argel,36.776388888889,3.0586111111111,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
774,Moreno_153,Túnez,Q3572,Países/reinos/imperios/continentes,"34,10",Túnez,34,10,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
775,Moreno_153,Antequera,Q572041,Pueblos/ciudades/regiones ,"37.0183652,-4.5596649",Antequera,37.0183652,-4.5596649,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
776,Moreno_153,Palermo,Q2656,Pueblos/ciudades/regiones ,"38.115658055555556,13.361261944444445",Palermo,38.115658055555556,13.361261944444445,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
777,Moreno_153,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
778,Moreno_153,Argel,Q3561,Pueblos/ciudades/regiones,"36.776388888889,3.0586111111111",Argel,36.776388888889,3.0586111111111,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
779,Moreno_153,Antequera,Q572041,Pueblos/ciudades/regiones ,"37.0183652,-4.5596649",Antequera,37.0183652,-4.5596649,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
780,Moreno_153,Sicilia,Q1460,Pueblos/ciudades/regiones ,"37.599958333333,14.015377777778",Sicilia,37.599958333333,14.015377777778,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
781,Moreno_153,Argel,Q3561,Pueblos/ciudades/regiones,"36.776388888889,3.0586111111111",Argel,36.776388888889,3.0586111111111,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
782,Moreno_153,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
783,Moreno_153,Málaga,Q8851,Pueblos/ciudades/regiones ,"36.716666666667,-4.4166666666667",Málaga,36.716666666667,-4.4166666666667,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
784,Moreno_153,Antequera,Q572041,Pueblos/ciudades/regiones ,"37.0183652,-4.5596649",Antequera,37.0183652,-4.5596649,Don Antonio Benavides de Lacerda,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_153.xml
785,Moreno_147,Santa Fé,Q615722,Pueblos/ciudades/regiones ,"37.189444444444,-3.7180555555556",Santa Fe,37.189444444444,-3.7180555555556,Ave María. El triunfo del Ave María o Garcilaso de la Vega y el Moro Tarfe,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_147.xml
786,Moreno_147,Santa Fé,Q615722,Pueblos/ciudades/regiones ,"37.189444444444,-3.7180555555556",Santa Fe,37.189444444444,-3.7180555555556,Ave María. El triunfo del Ave María o Garcilaso de la Vega y el Moro Tarfe,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_147.xml
787,Moreno_147,Mezquita,,  ,,,37.189444444444,-3.7180555555556,Ave María. El triunfo del Ave María o Garcilaso de la Vega y el Moro Tarfe,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_147.xml
788,Moreno_147,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,Ave María. El triunfo del Ave María o Garcilaso de la Vega y el Moro Tarfe,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_147.xml
789,Moreno_147,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Ave María. El triunfo del Ave María o Garcilaso de la Vega y el Moro Tarfe,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_147.xml
790,Moreno_147,Vega,,Ambiguos,,,40.2,-3.5,Ave María. El triunfo del Ave María o Garcilaso de la Vega y el Moro Tarfe,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_147.xml
791,Moreno_147,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,Ave María. El triunfo del Ave María o Garcilaso de la Vega y el Moro Tarfe,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_147.xml
792,Moreno_147,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,Ave María. El triunfo del Ave María o Garcilaso de la Vega y el Moro Tarfe,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_147.xml
793,Moreno_147,Cabra,Q927931,Pueblos/ciudades/regiones ,"37.4718153,-4.4335616",Cabra,37.4718153,-4.4335616,Ave María. El triunfo del Ave María o Garcilaso de la Vega y el Moro Tarfe,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_147.xml
794,Moreno_190,MADRID,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_190.xml
795,Moreno_190,Madrid,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_190.xml
796,Moreno_190,Madrid,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_190.xml
797,Moreno_190,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_190.xml
798,Moreno_190,Malta,Q233,Países/reinos/imperios/continentes,"35.88333333333333,14.5",Malta,35.88333333333333,14.5,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_190.xml
799,Moreno_190,MADRID,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_190.xml
800,Moreno_190,Antequera,Q572041,Pueblos/ciudades/regiones ,"37.0183652,-4.5596649",Antequera,37.0183652,-4.5596649,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_190.xml
801,Moreno_190,Madrid,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_190.xml
802,Moreno_190,Rosellón,,Ambiguos,,,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_190.xml
803,Moreno_190,Madrid,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_190.xml
804,Moreno_190,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,El Maltés de Madrid,Carmona (Sevilla),José María Moreno,[s.a],Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_190.xml
805,Moreno_184,Madrid,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,"Relación de los desafíos, hazañas y valentías del más jaque de los hombres, Francisquillo el Sastre",Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_184.xml
